State,District,Latitude,Longitude,Material Involved,Movement Type
Assam,Kamrup (Metro),26.15428,91.79264,Debris,Slide
Assam,Kamrup (Metro),26.15461,91.80086,Earth,Flow
Assam,Kamrup (Metro),26.15478,91.77411,Earth,Flow
Assam,Kamrup (Metro),26.1755,91.76175,Debris,Slide
Assam,Kamrup (Metro),26.17672,91.78672,Earth,Flow
Assam,Kamrup (Metro),26.17672,91.76525,Debris,Slide
Assam,Kamrup (Metro),26.17756,91.76589,Debris,Slide
Assam,Kamrup (Metro),26.18842,91.85125,Earth,Slide
Assam,Kamrup (Metro),26.18867,91.76694,Earth,Flow
Assam,Kamrup (Metro),26.1895,91.787167,Earth,Slide
Assam,Kamrup (Metro),26.190389,91.809944,Earth,Slide
Assam,Kamrup (Metro),26.19081,91.84528,Earth,Slide
Assam,Kamrup (Metro),26.192444,91.764222,Earth,Slide
Assam,Kamrup (Metro),26.195528,91.780556,Earth,Slide
Assam,Kamrup (Metro),26.19622,91.76336,Earth,Flow
Assam,Kamrup (Metro),26.20536,91.86497,Debris,Slide
Assam,Kamrup (Metro),26.37456,91.84561,Earth,Slide
Assam,Kamrup (Metro),26.11464,91.83886,Earth,Slide
Assam,Kamrup (Metro),26.19044,91.77502,Earth,Slide
Assam,Kamrup (Metro),26.13441667,91.74875,Debris,Flow
Assam,Kamrup (Metro),26.15461111,91.80086111,Earth,Flow
Assam,Kamrup (Metro),26.10711111,91.78916667,Earth,Flow
Assam,Kamrup (Metro),26.19552778,91.78055556,Earth,Slide
Assam,Kamrup (Metro),26.146,91.756,Debris,Slide
Assam,Kamrup (Metro),26.21083333,91.68944444,Debris,Slide
Assam,Kamrup (Metro),26.18841667,91.85125,Earth,Slide
Assam,Kamrup (Metro),26.19244444,91.76422222,Earth,Slide
Assam,Kamrup (Metro),26.19236111,91.78080556,Debris,Subsidence
Assam,Kamrup (Metro),26.15805556,91.71258333,Debris,Slide
Assam,Kamrup (Metro),26.19038889,91.80994444,Earth,Slide
Assam,Kamrup (Metro),26.18866667,91.76694444,Earth,Flow
Assam,Kamrup (Metro),26.19622222,91.76336111,Earth,Flow
Assam,Kamrup (Metro),26.10591667,91.62283333,Rock,Slide
Assam,Kamrup (Metro),26.11816667,91.71330556,Rock,Slide
Assam,Kamrup (Metro),26.17755556,91.76588889,Debris,Slide
Assam,Kamrup (Metro),26.17672222,91.76525,Debris,Slide
Assam,Kamrup (Metro),26.15427778,91.79263889,Debris,Slide
Assam,Kamrup (Metro),26.15477778,91.77411111,Earth,Flow
Assam,Kamrup (Metro),26.17672222,91.78672222,Earth,Flow
Assam,Kamrup (Metro),26.1895,91.78716667,Earth,Slide
Assam,Kamrup (Metro),26.09150556,91.87898611,Earth,Slide
Assam,Kamrup (Metro),26.21305556,91.6925,Rock,Fall
Assam,Kamrup (Metro),26.1916,91.80361,Debris,Slide
Assam,Kamrup (Metro),26.19322,91.77033,Earth,Slide
Assam,Kamrup (Metro),26.18789,91.79493,Earth,Slide
Assam,Kamrup (Metro),26.15958333,91.72388889,Unknown,NIL
Assam,Kamrup (Metro),26.15166667,91.73138889,Unknown,NIL
Assam,Kamrup (Metro),26.15544444,91.679,Unknown,NIL
Assam,Kamrup (Metro),26.238016,91.945953,Soil,slide
Assam,Kamrup (Metro),26.184324,91.855395,Soil,slide
Assam,Kamrup (Metro),26.11956,92.052125,Soil,slide
Assam,Kamrup (Metro),26.156633,91.938576,Soil,slide
Assam,Kamrup (Metro),26.1445,91.7362,Soil and Rock,Flow
Assam,Kamrup (Rural),25.79,91.24,Debris,Slide
Assam,Kamrup (Rural),25.84,91.35,Debris,Slide
Assam,Kamrup (Rural),25.91,91.4,Debris,Slide
Assam,Kamrup (Rural),25.95,91.28,Debris,Slide
Assam,Karbi Anglong,25.81044,93.58616,Soil,Slide
Assam,Karbi Anglong,25.82522,93.4243,Soil cum debris,Slide
Assam,Karbi Anglong,25.83128,93.45257,Soil cum debris,Slide
Assam,Karbi Anglong,25.84152,93.45138,Soil,Slide
Assam,Karbi Anglong,25.84267,93.45244,Soil cum debris,Slide
Assam,Karbi Anglong,25.84444,93.45331,Soil cum debris,Slide
Assam,Karbi Anglong,25.84512,93.56682,Debris,Slide
Assam,Karbi Anglong,25.84516,93.68408,Debris,Slide
Assam,Karbi Anglong,25.84541,93.68312,Debris,Slide
Assam,Karbi Anglong,25.8465,93.687,Debris,Slide
Assam,Karbi Anglong,25.84782,93.70174,Rock cum debris,Slide
Assam,Karbi Anglong,25.85072,93.56682,Debris,Slide
Assam,Karbi Anglong,25.85189,93.56633,Debris,Slide
Assam,Karbi Anglong,25.85487,93.56583,Debris,Slide
Assam,Karbi Anglong,25.85498,93.56638,Debris,Slide
Assam,Karbi Anglong,25.88494,93.45792,Soil,Slide
Assam,Karbi Anglong,25.95514,93.72997,Debris,Slide
Assam,Karbi Anglong,25.96256,93.46922,Soil cum debris,Slide
Assam,Karbi Anglong,25.96272,93.46964,Soil,Slide
Assam,Karbi Anglong,26.056083,93.406528,Soil,Slide
Assam,Karbi Anglong,26.058972,93.406972,Soil,Slide
Assam,Karbi Anglong,26.297306,93.211833,Debris,Slide
Assam,Karbi Anglong,26.297778,93.211111,Debris,Slide
Assam,Karbi Anglong,26.298389,93.21625,Debris,Slide
Assam,Karbi Anglong,26.302944,93.225389,Debris,Slide
Assam,Karbi Anglong,26.303333,93.225694,Debris,Slide
Assam,Karbi Anglong,26.307972,93.275722,Soil,Slide
Assam,Karbi Anglong,26.314847,93.256125,Debris,Slide
Assam,Karbi Anglong,26.314964,93.256408,Debris,Slide
Assam,Karbi Anglong,26.323083,93.093167,Soil,Slide
Assam,Karbi Anglong,26.32685,93.267639,Soil,Slide
Assam,Karbi Anglong,26.3287,93.269194,Soil,Slide
Assam,Karbi Anglong,26.339833,93.099972,Debris,Slide
Assam,Karbi Anglong,26.34075,93.78861,Soil,Slide
Assam,Karbi Anglong,26.3466,93.7356,Soil,Slide
Assam,Karbi Anglong,26.347417,93.2982,Soil,Slide
Assam,Karbi Anglong,26.3477,93.7399,Debris,Slide
Assam,Karbi Anglong,26.3478,93.7417,Soil,Slide
Assam,Karbi Anglong,26.34838,93.78208,Soil,Slide
Assam,Karbi Anglong,26.34938,93.78091,Debris,Slide
Assam,Karbi Anglong,26.35622,93.77941,Debris,Slide
Assam,Karbi Anglong,26.483278,93.181306,Debris,Slide
Assam,Karbi Anglong,26.51925,93.47147,Soil,Slide
Assam,Karbi Anglong,26.5235,93.28166,Debris,Slide
Assam,Karbi Anglong,26.57447,93.66297,Soil,Slide
Assam,Karbi Anglong,26.57708,93.65836,Soil,Slide
Assam,Karbi Anglong,26.57719,93.10008,Debris,Slide
Assam,Karbi Anglong,26.59011,93.57466,Debris,Slide
Assam,Karbi Anglong,26.59041,93.47616,Debris,Slide
Assam,Karbi Anglong,26.59416,93.547361,Debris,Slide
Assam,Karbi Anglong,26.60275,93.48408,Debris,Slide
Assam,Karbi Anglong,26.60358,93.481,Debris,Slide
Assam,Karimganj,24.44,92.5,Rock,Slide
Assam,Karimganj,24.659389,92.497361,Earth,Slide
Assam,Karimganj,24.70619,92.28997,Earth,Flow
Assam,Karimganj,24.710833,92.481167,Debris,Slide
Assam,Karimganj,24.78002778,92.45372222,Earth,Slide
Assam,Karimganj,24.78380556,92.45563889,Earth,Slide
Assam,Karimganj,24.70619444,92.28997222,Earth,Flow
Assam,Morigaon,26.250333,91.976694,Debris,Slide
Assam,Nagaon,25.81756,93.10886,Rock,Fall
Assam,Nagaon,26.096722,92.43875,Rock,Fall
Assam,Nagaon,26.098222,92.439389,Rock,Slide
Assam,Nagaon,26.101333,92.440556,Debris,Slide
Assam,Nagaon,26.102167,92.440472,Earth,Slide
Assam,Nagaon,26.102333,92.4415,Rock cum Debris,Slide
Assam,Nagaon,26.102667,92.441639,Rock cum Debris,Slide
Assam,Nagaon,26.103028,92.440889,Earth,Slide
Assam,Nagaon,26.105667,92.441,Rock cum Debris,Slide
Assam,Nagaon,26.10725,92.44,Rock cum Debris,Slide
Assam,Nagaon,26.107667,92.44003,Debris,Slide
Assam,Nagaon,26.108417,92.440222,Debris,Slide
Assam,Nagaon,26.110139,92.439333,Debris,Slide
Assam,Nagaon,26.113639,92.441222,Debris,Slide
Assam,Nagaon,26.116972,92.440083,Rock cum Debris,Slide
Assam,Nagaon,26.117111,92.441028,Debris,Slide
Assam,Nagaon,26.117417,92.438667,Rock cum Debris,Slide
Assam,Nagaon,26.118167,92.440944,Earth,Slide
Assam,Nagaon,26.119417,92.439972,Earth,Slide
Assam,Nagaon,26.172917,92.762778,Debris,Slide
Assam,Nagaon,26.56111,93.04925,Debris,Slide
Assam,Nagaon,26.56252,93.05658,Soil,Slide
Assam,Nagaon,26.57411,93.09811,Debris,Slide
Assam,Nagaon,26.57436,93.10647,Debris,Slide
Assam,Nagaon,26.57455,93.11244,Debris,Slide
Assam,Nagaon,26.57463,93.11297,Debris,Slide
Assam,Sonitpur,26.9174,92.77163,Debris,Slide
Assam,Sonitpur,26.92013,92.75994,Debris,Slide
Assam,Sonitpur,26.92088,92.75933,Debris,Slide
Assam,Sonitpur,26.92216,92.7678,Debris,Slide
Assam,Sonitpur,26.9231,92.76755,Debris,Slide
Assam,Sonitpur,26.92666,92.73966,Debris,Slide
Assam,Sonitpur,26.93362,92.70757,Soil,Slide
Assam,Sonitpur,26.93438,92.729,Debris,Slide
Assam,Sonitpur,26.9358,92.70369,Debris,Slide
Assam,Sonitpur,26.93586,92.70441,Debris,Slide
Assam,Sonitpur,26.93597,92.70455,Debris,Slide
Assam,Sonitpur,26.93641,92.70308,Debris,Slide
Assam,Sonitpur,26.93819,92.70402,Debris,Slide
Assam,Sonitpur,26.93855,92.70336,Debris,Slide
Assam,Sonitpur,26.94755,93.257521,Debris,Slide
Assam,Sonitpur,26.9498,93.45291,Debris,Slide
Assam,Sonitpur,26.95052,93.45136,Debris,Slide
Assam,Sonitpur,26.95266,93.44166,Debris,Slide
Assam,Sonitpur,26.9693,92.634,Debris,Slide
Assam,Sonitpur,26.97013,92.63363,Debris,Slide
Assam,Sonitpur,26.97041,92.63436,Debris,Slide
Assam,Sonitpur,26.972889,92.632833,Debris,Slide
Assam,Udalguri,26.88969,92.12266,Rock-cum- debris,Falls
Assam,Udalguri,26.89074,92.12068,Rock-cum- debris,Falls
Assam,West Karbi Anglong,25.75933,92.52258,Earth cum Rock,Slide
Assam,West Karbi Anglong,25.79939,92.52653,Earth,Slide
Assam,West Karbi Anglong,25.809417,92.474833,Rock cum Debris,Slide
Assam,West Karbi Anglong,25.81175,92.55003,Earth,Slide
Assam,West Karbi Anglong,25.812,92.55069,Debris,Slide
Assam,West Karbi Anglong,25.81236,92.55156,Earth,Slide
Assam,West Karbi Anglong,25.81428,92.55422,Debris,Slide
Assam,West Karbi Anglong,25.81542,92.5535,Debris,Slide
Assam,West Karbi Anglong,25.81678,92.71878,Earth,Slide
Assam,West Karbi Anglong,25.81689,92.71744,Earth,Slide
Assam,West Karbi Anglong,25.81806,92.74872,Earth,Slide
Assam,West Karbi Anglong,25.82108,92.544,Debris,Slide
Assam,West Karbi Anglong,25.822458,92.546381,Debris,Slide
Assam,West Karbi Anglong,25.82528,92.54775,Rock cum Debris,Slide
Assam,West Karbi Anglong,25.82769,92.55658,Earth cum Rock,Slide
Assam,West Karbi Anglong,25.84494,92.61514,Debris,Slide
Assam,West Karbi Anglong,25.84875,92.68328,Rock cum Debris,Slide
Assam,West Karbi Anglong,25.84967,92.69042,Earth cum Rock,Slide
Assam,West Karbi Anglong,25.84992,92.69072,Earth cum Rock,Slide
Assam,West Karbi Anglong,25.8515,92.69203,Earth cum Rock,Slide
Assam,West Karbi Anglong,25.85167,92.58089,Debris,Slide
Assam,West Karbi Anglong,25.85544,92.57369,Debris,Slide
Assam,West Karbi Anglong,25.85992,92.72558,Debris,Slide
Assam,West Karbi Anglong,25.864186,92.571047,Debris,Slide
Assam,West Karbi Anglong,25.86958,92.59411,Rock cum Debris,Slide
Assam,West Karbi Anglong,25.88692,92.61347,Debris,Slide
Assam,West Karbi Anglong,25.90653,92.65819,Debris cum earth,Slide
Assam,West Karbi Anglong,25.90692,92.64714,Debris,Slide
Assam,West Karbi Anglong,25.945,92.66358,Debris,Slide
Assam,West Karbi Anglong,25.946611,92.305361,Debris,Slide
Assam,West Karbi Anglong,25.95381,92.60444,Debris,Slide
Assam,West Karbi Anglong,25.95386,92.60367,Debris,Slide
Assam,West Karbi Anglong,25.95931,92.51753,Debris,Slide
Assam,West Karbi Anglong,25.96094,92.60122,Debris,Slide
Assam,West Karbi Anglong,25.961444,92.341333,Rock cum Debris,Slide
Assam,West Karbi Anglong,25.965731,92.59267,Earth,Slide
Assam,West Karbi Anglong,25.96667,92.356917,Earth,Slide
Assam,West Karbi Anglong,25.968083,92.3575,Debris,Slide
Assam,West Karbi Anglong,25.977194,92.354778,Debris,Slide
Assam,West Karbi Anglong,25.98219,92.51892,Rock,Slide
Assam,West Karbi Anglong,26.012,92.264167,Debris,Slide
Assam,West Karbi Anglong,26.013528,92.266083,Debris,Slide
Assam,West Karbi Anglong,26.016389,92.48225,Earth,Slide
Assam,West Karbi Anglong,26.022833,92.274028,Earth,Slide
Assam,West Karbi Anglong,26.024167,92.475,Earth,Slide
Assam,West Karbi Anglong,26.030972,92.474139,Earth,Slide
Assam,West Karbi Anglong,26.031528,92.472778,Earth,Slide
Assam,West Karbi Anglong,26.031583,92.47375,Earth,Slide
Assam,West Karbi Anglong,26.03275,92.271861,Debris,Slide
Assam,West Karbi Anglong,26.033556,92.468056,Debris,Slide
Assam,West Karbi Anglong,26.035278,92.470861,Debris,Slide
Assam,West Karbi Anglong,26.036583,92.273056,Debris,Slide
Assam,West Karbi Anglong,26.039194,92.4595,Debris,Slide
Assam,West Karbi Anglong,26.039361,92.273806,Rock cum Debris,Slide
Assam,West Karbi Anglong,26.042139,92.27525,Rock cum Debris,Slide
Assam,West Karbi Anglong,26.043583,92.440528,Debris,Slide
Assam,West Karbi Anglong,26.043583,92.452222,Debris,Slide
Assam,West Karbi Anglong,26.043611,92.440944,Debris,Slide
Assam,West Karbi Anglong,26.043722,92.441472,Debris,Slide
Assam,West Karbi Anglong,26.045472,92.457417,Earth,Slide
Assam,West Karbi Anglong,26.045806,92.450778,Earth,Slide
Assam,West Karbi Anglong,26.048611,92.432194,Earth,Slide
Assam,West Karbi Anglong,25.91286,92.49797,Debris,Slide
Assam,West Karbi Anglong,25.96664,92.51636,Earth,Slide
Assam,West Karbi Anglong,25.967,92.51617,Debris,Slide
Assam,West Karbi Anglong,25.96458,92.52081,Debris,Slide
Assam,West Karbi Anglong,25.96886,92.51572,Earth,Slide
Assam,West Karbi Anglong,25.97461,92.51375,Earth,Slide
Assam,West Karbi Anglong,25.97664,92.51283,Earth,Slide
Assam,West Karbi Anglong,25.98214,92.51139,Rock,Fall
Assam,West Karbi Anglong,25.91608,92.50203,Debris,Slide
Assam,West Karbi Anglong,25.92153,92.50753,Debris,Slide
Assam,West Karbi Anglong,25.92525,92.51031,Debris,Slide
Assam,West Karbi Anglong,25.91936,92.50556,Earth,Slide
Assam,West Karbi Anglong,25.92103,92.50708,Earth,Slide
Assam,West Karbi Anglong,25.92233,92.50819,Earth,Slide
Assam,West Karbi Anglong,25.924,92.50939,Earth,Slide
Assam,West Karbi Anglong,25.95825,92.51414,Earth,Slide
Assam,West Karbi Anglong,25.96403,92.51631,Earth,Slide
Assam,West Karbi Anglong,25.91406,92.49897,Debris,Slide
Assam,West Karbi Anglong,25.91422,92.49972,Debris,Slide
Assam,West Karbi Anglong,25.95478,92.51386,Rock,Slide
Assam,West Karbi Anglong,25.95317,92.51353,Debris,Slide
Assam,West Karbi Anglong,25.888959,92.61669,Debris,slide
Assam,West Karbi Anglong,25.890032,92.621245,Debris,slide
Assam,West Khasi Hills,25.740148,91.224044,Soil,slide
Manipur,Bishnupur,24.3,93.84,Debris,Slide
Manipur,Bishnupur,24.32,93.75,Debris,Slide
Manipur,Bishnupur,24.32,93.76,Debris,Slide
Manipur,Bishnupur,24.32,93.79,Debris,Slide
Manipur,Bishnupur,24.52,93.8,Debris,Slide
Manipur,Bishnupur,24.524125,93.816333,Debris,Slide
Manipur,Bishnupur,24.517056,93.817056,Debris,Slide
Manipur,Chandel,23.95,94.07,Rock,Slide
Manipur,Chandel,23.95,94.06,Rock,Slide
Manipur,Chandel,23.96,94.06,Rock,Slide
Manipur,Chandel,23.97,93.95,Rock,Fall
Manipur,Chandel,23.97,94.04,Rock,Slide
Manipur,Chandel,23.98,93.99,Debris,Slide
Manipur,Chandel,23.98,94.02,Rock,Slide
Manipur,Chandel,23.98,94.03,Rock,Slide
Manipur,Chandel,23.99,93.94,Debris,Slide
Manipur,Chandel,23.99,94.04,Rock,Slide
Manipur,Chandel,23.99,94.0,Rock,Slide
Manipur,Chandel,24.0,93.97,Rock,Slide
Manipur,Chandel,24.0,93.99,Rock,Fall
Manipur,Chandel,24.0,93.98,Rock,Slide
Manipur,Chandel,24.0,94.0,Rock,Slide
Manipur,Chandel,24.0,93.82,Rock,Slide
Manipur,Chandel,24.01,93.99,Rock,Slide
Manipur,Chandel,24.01,93.96,Rock,Slide
Manipur,Chandel,24.01,93.98,Rock,Slide
Manipur,Chandel,24.01,93.97,Rock,Fall
Manipur,Chandel,24.02,93.97,Rock,Slide
Manipur,Chandel,24.03,93.81,Rock,Slide
Manipur,Chandel,24.04,94.08,Rock,Slide
Manipur,Chandel,24.05,94.07,Rock,Slide
Manipur,Chandel,24.06,94.05,Rock,Slide
Manipur,Chandel,24.06,94.04,Rock,Slide
Manipur,Chandel,24.06,94.02,Rock,Slide
Manipur,Chandel,24.06,94.03,Rock,Slide
Manipur,Chandel,24.07,94.03,Rock,Slide
Manipur,Chandel,24.08,93.89,Rock,Slide
Manipur,Chandel,24.08,94.03,Rock,Slide
Manipur,Chandel,24.09,93.9,Earth,Slide
Manipur,Chandel,24.09,93.91,Rock,Slide
Manipur,Chandel,24.09,94.02,Rock,Slide
Manipur,Chandel,24.09,94.15,Debris,Slide
Manipur,Chandel,24.09,94.03,Rock,Slide
Manipur,Chandel,24.09,94.04,Rock,Slide
Manipur,Chandel,24.1,93.96,Rock,Fall
Manipur,Chandel,24.1,93.9,Debris,Flow
Manipur,Chandel,24.1,93.95,Rock,Slide
Manipur,Chandel,24.1,94.04,Rock,Slide
Manipur,Chandel,24.1,94.02,Rock,Slide
Manipur,Chandel,24.1,94.03,Rock,Slide
Manipur,Chandel,24.1,94.07,Rock,Slide
Manipur,Chandel,24.11,93.91,Debris,Slide
Manipur,Chandel,24.11,94.13,Earth,Slide
Manipur,Chandel,24.11,94.02,Rock,Slide
Manipur,Chandel,24.12,94.13,Rock,Slide
Manipur,Chandel,24.12,94.07,Rock,Slide
Manipur,Chandel,24.12,94.05,Rock,Slide
Manipur,Chandel,24.12,94.02,Rock,Slide
Manipur,Chandel,24.13,93.99,Rock,Slide
Manipur,Chandel,24.13,94.0,Rock,Slide
Manipur,Chandel,24.13,94.13,Rock,Slide
Manipur,Chandel,24.13,94.12,Rock,Slide
Manipur,Chandel,24.13,94.11,Rock,Slide
Manipur,Chandel,24.13,94.07,Rock,Slide
Manipur,Chandel,24.13,94.06,Rock,Slide
Manipur,Chandel,24.14,93.93,Earth,Slide
Manipur,Chandel,24.14,94.07,Rock,Slide
Manipur,Chandel,24.14,94.01,Rock,Slide
Manipur,Chandel,24.15,94.1,Rock,Slide
Manipur,Chandel,24.15,94.08,Rock,Slide
Manipur,Chandel,24.16,93.97,Rock,Slide
Manipur,Chandel,24.16,93.96,Rock,Slide
Manipur,Chandel,24.16,93.95,Rock,Slide
Manipur,Chandel,24.17,93.93,Rock,Slide
Manipur,Chandel,24.18,93.9,Earth,Slide
Manipur,Chandel,24.18,93.99,Rock,Slide
Manipur,Chandel,24.18,94.07,Earth,Slide
Manipur,Chandel,24.19,93.97,Rock,Slide
Manipur,Chandel,24.19,94.11,Debris,Slide
Manipur,Chandel,24.19,94.02,Rock,Slide
Manipur,Chandel,24.19,94.2,Rock,Slide
Manipur,Chandel,24.19,94.19,Debris,Slide
Manipur,Chandel,24.19,94.01,Rock,Slide
Manipur,Chandel,24.2,94.1,Debris,Slide
Manipur,Chandel,24.2,94.2,Rock,Slide
Manipur,Chandel,24.21,94.22,Rock,Slide
Manipur,Chandel,24.22,93.88,Earth,Slide
Manipur,Chandel,24.22,94.24,Rock,Slide
Manipur,Chandel,24.22,94.09,Rock,Slide
Manipur,Chandel,24.22,94.11,Rock,Slide
Manipur,Chandel,24.22,94.07,Debris,Slide
Manipur,Chandel,24.22,94.08,Debris,Slide
Manipur,Chandel,24.22,94.26,Earth,Slide
Manipur,Chandel,24.23,93.93,Rock,Slide
Manipur,Chandel,24.23,93.94,Rock,Slide
Manipur,Chandel,24.24,94.08,Earth,Slide
Manipur,Chandel,24.246228,94.070389,Debris,Slide
Manipur,Chandel,24.25,94.08,Rock,Slide
Manipur,Chandel,24.25,94.07,Rock,Slide
Manipur,Chandel,24.2504,94.096483,Debris,Slide
Manipur,Chandel,24.250722,94.073861,Rock,Slide
Manipur,Chandel,24.251011,94.0873,Debris,Slide
Manipur,Chandel,24.253611,94.100258,Debris,Slide
Manipur,Chandel,24.256583,94.093111,Rock,Slide
Manipur,Chandel,24.25806,94.28722,Debris,Slide
Manipur,Chandel,24.264317,94.096472,Rock,Slide
Manipur,Chandel,24.267194,94.111889,Debris,Slide
Manipur,Chandel,24.267658,94.117506,Debris,Slide
Manipur,Chandel,24.267872,94.117978,Debris,Slide
Manipur,Chandel,24.268022,94.120806,Rock,Slide
Manipur,Chandel,24.268528,94.103861,Rock,Fall
Manipur,Chandel,24.269144,94.107397,Debris,Slide
Manipur,Chandel,24.272667,94.075083,Debris,Slide
Manipur,Chandel,24.272722,94.075111,Debris,Slide
Manipur,Chandel,24.27705,94.070089,Debris,Slide
Manipur,Chandel,24.279575,94.077164,Debris,Slide
Manipur,Chandel,24.280472,94.073833,Debris,Slide
Manipur,Chandel,24.285722,94.128222,Debris,Slide
Manipur,Chandel,24.28575,94.128222,Rock,Slide
Manipur,Chandel,24.287361,94.022917,Rock,Slide
Manipur,Chandel,24.289019,94.073331,Debris,Slide
Manipur,Chandel,24.290714,94.038094,Debris,Slide
Manipur,Chandel,24.291028,94.124056,Debris,Slide
Manipur,Chandel,24.298028,94.123583,Debris,Slide
Manipur,Chandel,24.301528,94.017972,Debris,Slide
Manipur,Chandel,24.301806,94.059917,Rock,Slide
Manipur,Chandel,24.314194,93.928861,Debris,Slide
Manipur,Chandel,24.314333,93.931361,Debris,Slide
Manipur,Chandel,24.317619,94.003678,Debris,Slide
Manipur,Chandel,24.3225,94.23361,Debris,Slide
Manipur,Chandel,24.34,94.22444,Debris,Slide
Manipur,Chandel,24.340028,93.977472,Rock,Slide
Manipur,Chandel,24.346028,93.954583,Rock,Fall
Manipur,Chandel,24.391583,94.085806,Rock,Slide
Manipur,Chandel,24.40639,94.06583,Debris,Slide
Manipur,Chandel,24.444067,94.169767,Debris,Slide
Manipur,Chandel,24.491667,94.160889,Rock cum debris,Slide
Manipur,Chandel,24.506528,94.180389,Rock cum debris,Slide
Manipur,Chandel,24.528778,94.156667,Soil,Slide
Manipur,Churachandpur,23.98,93.55,Rock,Slide
Manipur,Churachandpur,23.99,93.55,Debris,Slide
Manipur,Churachandpur,24.0,93.56,Rock,Slide
Manipur,Churachandpur,24.0,93.55,Debris,Slide
Manipur,Churachandpur,24.01,93.55,Debris,Slide
Manipur,Churachandpur,24.02,93.57,Rock,Slide
Manipur,Churachandpur,24.02,93.56,Debris,Slide
Manipur,Churachandpur,24.03,93.57,Debris,Slide
Manipur,Churachandpur,24.05,93.57,Debris,Slide
Manipur,Churachandpur,24.06,93.28,Debris,Slide
Manipur,Churachandpur,24.06,93.57,Rock,Slide
Manipur,Churachandpur,24.1,93.28,Debris,Slide
Manipur,Churachandpur,24.1,93.29,Debris,Slide
Manipur,Churachandpur,24.1,93.57,Rock,Slide
Manipur,Churachandpur,24.1,93.5,Debris,Slide
Manipur,Churachandpur,24.1,93.51,Debris,Slide
Manipur,Churachandpur,24.11,93.32,Debris,Slide
Manipur,Churachandpur,24.11,93.53,Rock,Slide
Manipur,Churachandpur,24.11,93.52,Debris,Slide
Manipur,Churachandpur,24.11,93.58,Debris,Slide
Manipur,Churachandpur,24.12,93.29,Debris,Slide
Manipur,Churachandpur,24.12,93.58,Debris,Slide
Manipur,Churachandpur,24.13,93.48,Debris,Slide
Manipur,Churachandpur,24.13,93.29,Debris,Subsidence
Manipur,Churachandpur,24.14,93.38,Debris,Slide
Manipur,Churachandpur,24.14,93.47,Debris,Slide
Manipur,Churachandpur,24.14,93.45,Debris,Slide
Manipur,Churachandpur,24.14,93.42,Debris,Slide
Manipur,Churachandpur,24.14,93.57,Debris,Slide
Manipur,Churachandpur,24.15,93.3,Debris,Slide
Manipur,Churachandpur,24.15,93.58,Debris,Slide
Manipur,Churachandpur,24.15,93.55,Debris,Slide
Manipur,Churachandpur,24.16,93.3,Debris,Slide
Manipur,Churachandpur,24.16,93.31,Debris,Slide
Manipur,Churachandpur,24.17,93.3,Debris,Slide
Manipur,Churachandpur,24.17,93.58,Debris,Slide
Manipur,Churachandpur,24.17,93.59,Rock,Slide
Manipur,Churachandpur,24.18,93.6,Debris,Slide
Manipur,Churachandpur,24.18,93.56,Debris,Slide
Manipur,Churachandpur,24.18,93.59,Debris,Slide
Manipur,Churachandpur,24.19,93.4,Debris,Slide
Manipur,Churachandpur,24.21,93.3,Debris,Slide
Manipur,Churachandpur,24.21,93.29,Debris,Slide
Manipur,Churachandpur,24.21,93.28,Debris,Slide
Manipur,Churachandpur,24.22,93.3,Rock,Fall
Manipur,Churachandpur,24.24,93.85,Rock,Slide
Manipur,Churachandpur,24.25,93.66,Debris,Slide
Manipur,Churachandpur,24.27,93.67,Debris,Slide
Manipur,Churachandpur,24.28,93.68,Debris,Slide
Manipur,Churachandpur,24.29,93.68,Debris,Slide
Manipur,Churachandpur,24.3,93.69,Debris,Slide
Manipur,Churachandpur,24.32,93.36,Debris,Slide
Manipur,Churachandpur,24.32,93.28,Debris,Slide
Manipur,Churachandpur,24.32,93.74,Debris,Slide
Manipur,Churachandpur,24.33,93.3,Debris,Slide
Manipur,Churachandpur,24.33,93.66,Earth,Fall
Manipur,Churachandpur,24.33,93.55,Debris,Slide
Manipur,Churachandpur,24.33,93.67,Debris,Slide
Manipur,Churachandpur,24.33,93.53,Debris,Slide
Manipur,Churachandpur,24.34,93.31,Debris,Slide
Manipur,Churachandpur,24.34,93.32,Debris,Slide
Manipur,Churachandpur,24.34,93.66,Debris,Slide
Manipur,Churachandpur,24.35,93.28,Debris,Slide
Manipur,Churachandpur,24.35,93.51,Debris,Slide
Manipur,Churachandpur,24.35,93.66,Debris,Slide
Manipur,Churachandpur,24.35,93.67,Debris,Slide
Manipur,Churachandpur,24.35,93.54,Debris,Slide
Manipur,Churachandpur,24.35,93.53,Debris,Slide
Manipur,Churachandpur,24.36,93.27,Debris,Slide
Manipur,Churachandpur,24.36,93.54,Debris,Slide
Manipur,Churachandpur,24.36,93.65,Debris,Slide
Manipur,Churachandpur,24.37,93.52,Debris,Slide
Manipur,Churachandpur,24.37,93.26,Debris,Slide
Manipur,Churachandpur,24.37,93.5,Debris,Slide
Manipur,Churachandpur,24.37,93.72,Debris,Slide
Manipur,Churachandpur,24.42,93.84,Debris,Slide
Manipur,Churachandpur,24.43,93.85,Debris,Slide
Manipur,Churachandpur,24.53,93.08,Debris,Slide
Manipur,Churachandpur,24.53,93.07,Rock,Slide
Manipur,Churachandpur,24.534017,93.680433,Debris,Slide
