State,District,Latitude,Longitude,Material Involved,Movement Type
Meghalaya,West Khasi Hills,25.687314,91.655378,Debris,Slide
Meghalaya,West Khasi Hills,25.687431,91.648322,Debris,Slide
Meghalaya,West Khasi Hills,25.687442,91.656183,Debris,Slide
Meghalaya,West Khasi Hills,25.687856,91.647944,Debris,Slide
Meghalaya,West Khasi Hills,25.688011,91.658069,Debris,Slide
Meghalaya,West Khasi Hills,25.690833,91.056556,Debris,Slide
Meghalaya,West Khasi Hills,25.691444,91.057,Debris,Slide
Meghalaya,West Khasi Hills,25.691453,91.645731,Debris,Slide
Meghalaya,West Khasi Hills,25.692933,91.647703,Debris,Slide
Meghalaya,West Khasi Hills,25.692947,91.648044,Debris,Slide
Meghalaya,West Khasi Hills,25.693222,91.0555,Soil,Slide
Meghalaya,West Khasi Hills,25.69483,91.11836,Debris,Slide
Meghalaya,West Khasi Hills,25.696489,91.644528,Debris,Slide
Meghalaya,West Khasi Hills,25.698111,91.18275,Soil,Slide
Meghalaya,West Khasi Hills,25.6985,91.056611,Debris,Slide
Meghalaya,West Khasi Hills,25.698667,91.054778,Soil,Slide
Meghalaya,West Khasi Hills,25.699306,91.055556,Soil,Slide
Meghalaya,West Khasi Hills,25.6999,91.642192,Debris,Slide
Meghalaya,West Khasi Hills,25.700053,91.644486,Debris,Slide
Meghalaya,West Khasi Hills,25.763347,91.657153,Rock,Slide
Meghalaya,West Khasi Hills,25.79,91.02,Debris,Slide
Meghalaya,West Khasi Hills,25.795444,91.662111,Earth,Slide
Meghalaya,West Khasi Hills,25.8,91.11,Earth,Slide
Meghalaya,West Khasi Hills,25.8,91.01,Debris,Slide
Meghalaya,West Khasi Hills,25.81,91.02,Earth,Slide
Meghalaya,West Khasi Hills,25.83,91.14,Earth,Subsidence
Meghalaya,West Khasi Hills,25.83,91.05,Debris,Slide
Meghalaya,West Khasi Hills,25.85,91.17,Earth,Slide
Meghalaya,West Khasi Hills,25.67341667,91.06625,Debris,Slide
Meghalaya,West Khasi Hills,25.36497222,91.02411111,Unknown,Unknown
Meghalaya,West Khasi Hills,25.53086111,91.29780556,Unknown,Unknown
Meghalaya,West Khasi Hills,25.52901389,91.26188611,Debris,Slide
Meghalaya,West Khasi Hills,25.531739,91.296177,Debris,Slide
Meghalaya,West Khasi Hills,25.540056,91.314142,Debris,Fall
Meghalaya,West Khasi Hills,25.62269444,91.16914444,Debris,Slide
Meghalaya,West Khasi Hills,25.61276111,91.17375278,Debris,Slide
Meghalaya,West Khasi Hills,25.66156667,91.13485278,Debris,Slide
Meghalaya,West Khasi Hills,25.531698,91.295995,Debris,slide
Mizoram,Aizawl,23.333984,92.781878,Debris,Slide
Mizoram,Aizawl,23.349857,92.780208,Rock,Slide
Mizoram,Aizawl,23.351772,92.781701,Rock,Slide
Mizoram,Aizawl,23.353803,92.794306,Debris,Slide
Mizoram,Aizawl,23.393332,92.758148,Rock,Slide
Mizoram,Aizawl,23.397126,92.757203,Rock,Slide
Mizoram,Aizawl,23.40178,92.750005,Rock,Slide
Mizoram,Aizawl,23.403402,92.750288,Rock,Slide
Mizoram,Aizawl,23.406389,92.75325,Debris,Slide
Mizoram,Aizawl,23.409674,92.750935,Rock,Slide
Mizoram,Aizawl,23.411146,92.752193,Debris,Slide
Mizoram,Aizawl,23.412046,92.750099,Rock,Slide
Mizoram,Aizawl,23.412879,92.75401,Rock,Slide
Mizoram,Aizawl,23.413501,92.725781,Debris,Slide
Mizoram,Aizawl,23.415165,92.722199,Rock,Slide
Mizoram,Aizawl,23.417482,92.770557,Rock,Slide
Mizoram,Aizawl,23.421903,92.715601,Rock,Slide
Mizoram,Aizawl,23.423348,92.715571,Debris,Slide
Mizoram,Aizawl,23.425424,92.716106,Debris,Slide
Mizoram,Aizawl,23.427681,92.714959,Debris,Slide
Mizoram,Aizawl,23.439894,92.702301,Debris,Slide
Mizoram,Aizawl,23.440648,92.703726,Rock,Slide
Mizoram,Aizawl,23.442296,92.695903,Debris,Slide
Mizoram,Aizawl,23.460697,92.747293,Rock,Slide
Mizoram,Aizawl,23.463981,92.736875,Rock,Slide
Mizoram,Aizawl,23.464206,92.737583,Rock,Slide
Mizoram,Aizawl,23.467262,92.740634,Rock,Fall
Mizoram,Aizawl,23.470109,92.740615,Rock,Slide
Mizoram,Aizawl,23.470198,92.693264,Rock,Slide
Mizoram,Aizawl,23.470794,92.741413,Rock,Slide
Mizoram,Aizawl,23.470964,92.692902,Rock,Slide
Mizoram,Aizawl,23.476702,92.705854,Rock,Slide
Mizoram,Aizawl,23.491004,92.696873,Rock,Slide
Mizoram,Aizawl,23.491497,92.705503,Rock,Slide
Mizoram,Aizawl,23.498881,92.703251,Rock,Slide
Mizoram,Aizawl,23.49901,92.702759,Rock,Slide
Mizoram,Aizawl,23.499418,92.905021,Debris,Slide
Mizoram,Aizawl,23.50994,92.76861,Rock,Slide
Mizoram,Aizawl,23.535189,92.846042,Debris,Slide
Mizoram,Aizawl,23.566631,92.876781,Debris,Slide
Mizoram,Aizawl,23.604611,92.726417,Debris,Slide
Mizoram,Aizawl,23.607347,92.879114,Debris,Slide
Mizoram,Aizawl,23.608306,92.850583,Earth,Slide
Mizoram,Aizawl,23.610611,92.977722,Rock,Slide
Mizoram,Aizawl,23.613722,92.851889,Earth,Flow
Mizoram,Aizawl,23.626194,92.962111,Rock,Slide
Mizoram,Aizawl,23.639484,93.032189,Debris,Slide
Mizoram,Aizawl,23.6445,92.990194,Debris,Slide
Mizoram,Aizawl,23.650925,93.030704,Debris,Slide
Mizoram,Aizawl,23.652972,92.6985,Debris,Slide
Mizoram,Aizawl,23.653812,93.029927,Debris,Slide
Mizoram,Aizawl,23.654361,92.932389,Rock,Slide
Mizoram,Aizawl,23.654556,92.965056,Debris,Slide
Mizoram,Aizawl,23.65475,92.690083,Rock,Slide
Mizoram,Aizawl,23.655417,92.957167,Debris,Slide
Mizoram,Aizawl,23.656556,92.964611,Rock,Slide
Mizoram,Aizawl,23.657,93.028012,Rock,Slide
Mizoram,Aizawl,23.657278,92.704583,Debris,Slide
Mizoram,Aizawl,23.657444,92.963889,Rock,Slide
Mizoram,Aizawl,23.658861,92.963722,Debris,Slide
Mizoram,Aizawl,23.658944,92.964056,Rock,Slide
Mizoram,Aizawl,23.663354,93.023297,Rock,Slide
Mizoram,Aizawl,23.665806,92.969556,Rock,Slide
Mizoram,Aizawl,23.665806,92.892639,Rock,Slide
Mizoram,Aizawl,23.666361,92.975972,Debris,Slide
Mizoram,Aizawl,23.666722,92.890889,Debris,Slide
Mizoram,Aizawl,23.667306,92.978028,Rock,Slide
Mizoram,Aizawl,23.667361,92.978,Rock,Slide
Mizoram,Aizawl,23.669056,92.888889,Rock,Slide
Mizoram,Aizawl,23.66958,93.02425,Rock,Slide
Mizoram,Aizawl,23.670389,92.964417,Rock,Slide
Mizoram,Aizawl,23.670556,92.728528,Rock,Slide
Mizoram,Aizawl,23.671,92.888333,Debris,Slide
Mizoram,Aizawl,23.675142,93.023551,Debris,Slide
Mizoram,Aizawl,23.68054,93.020091,Debris,Slide
Mizoram,Aizawl,23.680931,92.859617,Debris,Slide
Mizoram,Aizawl,23.681206,93.019927,Debris,Slide
Mizoram,Aizawl,23.681531,92.718606,Rock,Slide
Mizoram,Aizawl,23.682158,92.858383,Debris,Slide
Mizoram,Aizawl,23.685795,93.019874,Rock,Slide
Mizoram,Aizawl,23.687833,92.722444,Rock,Slide
Mizoram,Aizawl,23.693667,92.719056,Rock,Slide
Mizoram,Aizawl,23.695444,92.861667,Debris,Slide
Mizoram,Aizawl,23.695528,92.884167,Rock,Slide
Mizoram,Aizawl,23.697056,92.877944,Debris,Slide
Mizoram,Aizawl,23.699472,92.716167,Rock,Slide
Mizoram,Aizawl,23.6995,92.71617,Rock cum Debris,Slide
Mizoram,Aizawl,23.699611,92.874917,Debris,Slide
Mizoram,Aizawl,23.700556,92.715972,Rock,Slide
Mizoram,Aizawl,23.700889,92.878361,Debris,Slide
Mizoram,Aizawl,23.70166667,92.71944444,Rock,Slide
Mizoram,Aizawl,23.702056,92.993222,Rock,Slide
Mizoram,Aizawl,23.70272,92.71631,Rock,Slide
Mizoram,Aizawl,23.704333,92.7145,Rock,Slide
Mizoram,Aizawl,23.704861,92.98575,Rock,Slide
Mizoram,Aizawl,23.705117,92.877669,Debris,Slide
Mizoram,Aizawl,23.705262,93.008904,Rock,Slide
Mizoram,Aizawl,23.706667,92.714694,Rock,Slide
Mizoram,Aizawl,23.708217,92.761489,Debris,Slide
Mizoram,Aizawl,23.71,92.692528,Debris,Slide
Mizoram,Aizawl,23.710194,92.741167,Debris,Slide
Mizoram,Aizawl,23.71125,92.660167,Debris,Slide
Mizoram,Aizawl,23.711722,92.858394,Debris,Slide
Mizoram,Aizawl,23.712694,92.66025,Debris,Slide
Mizoram,Aizawl,23.713131,92.798942,Debris,Slide
Mizoram,Aizawl,23.714694,92.728694,Debris,Slide
Mizoram,Aizawl,23.714703,92.873933,Rock,Slide
Mizoram,Aizawl,23.715278,92.697611,Debris,Slide
Mizoram,Aizawl,23.716025,92.854306,Rock,Slide
Mizoram,Aizawl,23.716111,92.712611,Rock,Slide
Mizoram,Aizawl,23.716125,92.866156,Rock,Fall
Mizoram,Aizawl,23.716278,92.727694,Debris,Slide
Mizoram,Aizawl,23.716333,92.688639,Debris,Slide
Mizoram,Aizawl,23.716556,92.699056,Debris,Slide
Mizoram,Aizawl,23.717028,92.692389,Rock,Slide
Mizoram,Aizawl,23.717111,92.713972,Rock,Slide
Mizoram,Aizawl,23.717222,92.694833,Rock,Slide
Mizoram,Aizawl,23.719306,92.869058,Rock,Fall
Mizoram,Aizawl,23.719389,92.675083,Debris,Slide
Mizoram,Aizawl,23.719472,92.676444,Debris,Slide
Mizoram,Aizawl,23.7195,92.675528,Debris,Slide
Mizoram,Aizawl,23.719694,92.868053,Debris,Slide
Mizoram,Aizawl,23.719972,92.697694,Rock,Slide
Mizoram,Aizawl,23.720417,92.695667,Rock,Slide
Mizoram,Aizawl,23.720611,92.692722,Rock,Slide
Mizoram,Aizawl,23.720833,92.978,Debris,Slide
Mizoram,Aizawl,23.721167,92.675056,Debris,Slide
Mizoram,Aizawl,23.722,92.721222,Earth,Subsidence
Mizoram,Aizawl,23.722111,92.681472,Debris,Slide
Mizoram,Aizawl,23.722222,92.682278,Debris,Slide
Mizoram,Aizawl,23.727472,92.85265,Rock,Fall
Mizoram,Aizawl,23.727639,92.703083,Rock,Slide
Mizoram,Aizawl,23.727694,92.736,Debris,Slide
Mizoram,Aizawl,23.730867,92.755639,Rock,Slide
Mizoram,Aizawl,23.732867,92.825842,Debris,Slide
Mizoram,Aizawl,23.732894,92.753033,Debris,Slide
Mizoram,Aizawl,23.733083,92.675611,Debris,Slide
Mizoram,Aizawl,23.7335,92.674472,Rock,Slide
Mizoram,Aizawl,23.73436,92.75194,Rock,Slide
Mizoram,Aizawl,23.735,92.695111,Rock,Slide
Mizoram,Aizawl,23.735028,92.696028,Rock,Slide
Mizoram,Aizawl,23.735086,92.829525,Rock,Slide
Mizoram,Aizawl,23.736778,92.694528,Rock,Slide
Mizoram,Aizawl,23.737083,92.703889,Rock,Slide
Mizoram,Aizawl,23.739306,92.743111,Debris,Slide
Mizoram,Aizawl,23.739417,92.699917,Rock,Slide
Mizoram,Aizawl,23.740028,92.709861,Rock,Slide
Mizoram,Aizawl,23.740306,92.965389,Debris,Slide
Mizoram,Aizawl,23.740417,92.795083,Rock,Slide
Mizoram,Aizawl,23.741389,92.739528,Debris,Slide
Mizoram,Aizawl,23.741806,92.72525,Debris,Subsidence
Mizoram,Aizawl,23.742861,92.725389,Rock,Slide
Mizoram,Aizawl,23.743694,92.679028,Rock,Slide
Mizoram,Aizawl,23.74372,92.72417,Rock cum Debris,Slide
Mizoram,Aizawl,23.744028,92.698861,Rock,Slide
Mizoram,Aizawl,23.744167,92.730472,Rock,Slide
Mizoram,Aizawl,23.74425,92.968472,Debris,Slide
Mizoram,Aizawl,23.744303,92.720114,Rock,Slide
Mizoram,Aizawl,23.744972,92.702889,Rock,Slide
Mizoram,Aizawl,23.745083,92.6955,Debris,Slide
Mizoram,Aizawl,23.745444,92.749556,Rock,Slide
Mizoram,Aizawl,23.745639,92.694361,Rock,Slide
Mizoram,Aizawl,23.746722,92.695972,Debris,Slide
Mizoram,Aizawl,23.747444,92.696194,Rock,Slide
Mizoram,Aizawl,23.749722,92.693781,Rock,Slide
Mizoram,Aizawl,23.750454,92.69524,Rock,Slide
Mizoram,Aizawl,23.750676,92.679635,Debris,Slide
Mizoram,Aizawl,23.750722,92.744,Debris,Slide
Mizoram,Aizawl,23.751694,92.731528,Debris,Slide
Mizoram,Aizawl,23.753417,92.687556,Rock,Slide
Mizoram,Aizawl,23.754359,92.690207,Debris,Slide
Mizoram,Aizawl,23.754475,92.722754,Debris,Slide
Mizoram,Aizawl,23.754493,92.690145,Rock,Slide
Mizoram,Aizawl,23.760222,92.848167,Rock,Fall
Mizoram,Aizawl,23.762482,92.742799,Rock,Slide
Mizoram,Aizawl,23.771587,92.732129,Debris,Slide
Mizoram,Aizawl,23.777472,93.009163,Rock,Slide
Mizoram,Aizawl,23.777805,93.00489,Debris,Slide
Mizoram,Aizawl,23.779444,93.023918,Debris,Slide
Mizoram,Aizawl,23.78,92.84,Debris,Slide
Mizoram,Aizawl,23.784222,92.841972,Earth,Flow
Mizoram,Aizawl,23.785444,93.024612,Soil,Slide
Mizoram,Aizawl,23.787414,92.725278,Debris,Slide
Mizoram,Aizawl,23.788032,92.729443,Debris,Slide
Mizoram,Aizawl,23.7885,93.024666,Rock,Slide
Mizoram,Aizawl,23.788722,92.837833,Debris,Slide
Mizoram,Aizawl,23.789749,93.035667,Rock,Slide
Mizoram,Aizawl,23.790132,92.672097,Rock,Slide
Mizoram,Aizawl,23.791511,92.730515,Debris,Slide
Mizoram,Aizawl,23.792555,93.029892,Rock,Slide
Mizoram,Aizawl,23.794195,93.025055,Debris,Slide
Mizoram,Aizawl,23.795444,93.04039,Rock,Slide
Mizoram,Aizawl,23.797361,93.040916,Debris,Slide
Mizoram,Aizawl,23.798861,92.642417,Earth,Slide
Mizoram,Aizawl,23.801624,92.960437,Rock,Slide
Mizoram,Aizawl,23.804193,93.035248,Rock,Slide
Mizoram,Aizawl,23.805779,93.027115,Rock,Slide
Mizoram,Aizawl,23.808111,93.041779,Rock,Slide
Mizoram,Aizawl,23.810083,92.833861,Debris,Slide
Mizoram,Aizawl,23.811722,92.959917,Debris,Slide
Mizoram,Aizawl,23.812139,92.954167,Rock,Slide
Mizoram,Aizawl,23.812167,92.835194,Earth,Slide
Mizoram,Aizawl,23.816,92.84,Debris,Slide
Mizoram,Aizawl,23.816611,92.662306,Debris,Slide
Mizoram,Aizawl,23.817333,92.661222,Earth,Slide
Mizoram,Aizawl,23.819269,92.826983,Debris,Slide
Mizoram,Aizawl,23.822054,92.826453,Debris,Slide
Mizoram,Aizawl,23.822086,92.826497,Rock,Fall
Mizoram,Aizawl,23.823222,92.674861,Debris,Slide
Mizoram,Aizawl,23.82325,92.925222,Rock,Slide
Mizoram,Aizawl,23.824586,92.825019,Rock,Fall
Mizoram,Aizawl,23.825205,92.830469,Debris,Slide
Mizoram,Aizawl,23.835361,93.052414,Rock,Slide
Mizoram,Aizawl,23.83675,92.916556,Debris,Slide
Mizoram,Aizawl,23.839417,92.910972,Debris,Slide
Mizoram,Aizawl,23.840334,93.071945,Rock,Slide
Mizoram,Aizawl,23.841713,92.911476,Rock,Slide
Mizoram,Aizawl,23.844109,92.928779,Debris,Slide
Mizoram,Aizawl,23.844139,92.933,Rock,Slide
Mizoram,Aizawl,23.844165,92.930006,Rock,Fall
Mizoram,Aizawl,23.844444,93.051361,Rock,Slide
Mizoram,Aizawl,23.847224,92.927508,Debris,Slide
Mizoram,Aizawl,23.847246,92.927341,Debris,Slide
Mizoram,Aizawl,23.848,93.041885,Debris,Slide
Mizoram,Aizawl,23.848083,93.076691,Soil,Slide
Mizoram,Aizawl,23.848917,93.135307,Rock,Slide
Mizoram,Aizawl,23.849497,92.928202,Debris,Flow
Mizoram,Aizawl,23.85,93.048164,Rock,Slide
Mizoram,Aizawl,23.85075,93.115608,Rock,Slide
Mizoram,Aizawl,23.850861,92.743083,Rock,Slide
Mizoram,Aizawl,23.851361,92.742222,Earth,Slide
Mizoram,Aizawl,23.852722,92.743306,Rock,Fall
Mizoram,Aizawl,23.852861,93.059998,Rock,Slide
Mizoram,Aizawl,23.853333,93.12458,Soil,Slide
Mizoram,Aizawl,23.855028,93.041695,Debris,Slide
Mizoram,Aizawl,23.855092,92.666553,Debris,Slide
Mizoram,Aizawl,23.856821,92.833784,Debris,Flow
Mizoram,Aizawl,23.856861,92.743028,Debris,Slide
Mizoram,Aizawl,23.856972,93.046112,Debris,Subsidence
Mizoram,Aizawl,23.859417,92.917333,Debris,Slide
Mizoram,Aizawl,23.860102,92.834056,Debris,Slide
Mizoram,Aizawl,23.865694,92.932639,Rock,Slide
Mizoram,Aizawl,23.868917,92.735472,Rock,Fall
Mizoram,Aizawl,23.869861,92.877444,Debris,Slide
Mizoram,Aizawl,23.870583,93.095444,Rock,Slide
Mizoram,Aizawl,23.87075,93.078529,Debris,Slide
Mizoram,Aizawl,23.871694,92.919955,Debris,Slide
Mizoram,Aizawl,23.872055,93.094276,Rock,Slide
Mizoram,Aizawl,23.872722,92.874083,Rock,Slide
Mizoram,Aizawl,23.88,92.69,Rock,Fall
Mizoram,Aizawl,23.882055,93.041222,Debris,Slide
Mizoram,Aizawl,23.882583,92.877639,Debris,Slide
Mizoram,Aizawl,23.88319,92.869,Debris,Slide
Mizoram,Aizawl,23.883306,92.861917,Debris,Flow
Mizoram,Aizawl,23.88375,92.866778,Debris,Slide
Mizoram,Aizawl,23.883944,92.880528,Debris,Slide
Mizoram,Aizawl,23.885639,92.857861,Debris,Slide
Mizoram,Aizawl,23.887251,93.095612,Debris,Slide
Mizoram,Aizawl,23.887333,92.851111,Debris,Flow
Mizoram,Aizawl,23.888081,93.026642,Debris,Slide
Mizoram,Aizawl,23.888945,93.033974,Rock,Slide
Mizoram,Aizawl,23.889306,92.736528,Rock,Slide
Mizoram,Aizawl,23.891722,92.84925,Debris,Slide
Mizoram,Aizawl,23.894444,93.019279,Debris,Slide
Mizoram,Aizawl,23.8985,92.64739,Rock cum Debris,Slide
Mizoram,Aizawl,23.899305,93.015587,Rock,Slide
Mizoram,Aizawl,23.900694,93.015587,Debris,Slide
Mizoram,Aizawl,23.902111,92.922556,Debris,Slide
Mizoram,Aizawl,23.907555,93.015114,Debris,Slide
Mizoram,Aizawl,23.909111,93.02375,Rock,Slide
Mizoram,Aizawl,23.913445,93.023941,Debris,Slide
Mizoram,Aizawl,23.915778,92.742417,Rock,Slide
Mizoram,Aizawl,23.918389,92.923472,Debris,Slide
Mizoram,Aizawl,23.918461,92.741531,Rock,Slide
Mizoram,Aizawl,23.918694,92.740389,Debris,Slide
Mizoram,Aizawl,23.922639,92.736528,Debris,Slide
Mizoram,Aizawl,23.92294,92.65703,Debris,Slide
Mizoram,Aizawl,23.923047,92.656696,Debris,Slide
Mizoram,Aizawl,23.92425,92.925222,Debris,Slide
Mizoram,Aizawl,23.924278,92.744806,Rock,Slide
Mizoram,Aizawl,23.927389,93.02803,Debris,Slide
Mizoram,Aizawl,23.929083,92.922778,Rock,Slide
Mizoram,Aizawl,23.933904,92.673871,Rock,Slide
Mizoram,Aizawl,23.934222,92.730611,Debris,Slide
Mizoram,Aizawl,23.934417,92.667222,Rock,Slide
Mizoram,Aizawl,23.936333,93.118858,Debris,Slide
Mizoram,Aizawl,23.938028,93.121277,Rock,Slide
Mizoram,Aizawl,23.9395,92.927889,Debris,Slide
Mizoram,Aizawl,23.940106,92.680592,Debris,Slide
Mizoram,Aizawl,23.940333,92.680833,Rock,Slide
Mizoram,Aizawl,23.943241,92.933604,Debris,Slide
Mizoram,Aizawl,23.94325,92.933611,Debris,Slide
Mizoram,Aizawl,23.948917,93.038719,Rock,Slide
Mizoram,Aizawl,23.950195,93.125061,Rock,Slide
Mizoram,Aizawl,23.950417,93.037109,Debris,Slide
Mizoram,Aizawl,23.956528,93.041084,Rock,Slide
Mizoram,Aizawl,23.957556,93.026558,Debris,Slide
Mizoram,Aizawl,23.958944,93.022781,Debris,Slide
Mizoram,Aizawl,23.959278,93.020859,Debris,Slide
Mizoram,Aizawl,23.959278,93.123558,Debris,Slide
Mizoram,Aizawl,23.95942,92.943345,Debris,Slide
Mizoram,Aizawl,23.961,93.028969,Debris,Slide
Mizoram,Aizawl,23.962278,93.035309,Debris,Slide
Mizoram,Aizawl,23.965889,92.682278,Rock,Fall
Mizoram,Aizawl,23.966249,93.041115,Rock,Slide
Mizoram,Aizawl,23.966917,93.041473,Debris,Flow
Mizoram,Aizawl,23.969223,93.016335,Rock,Slide
Mizoram,Aizawl,23.970444,92.927167,Debris,Slide
Mizoram,Aizawl,23.972027,93.014893,Rock,Slide
Mizoram,Aizawl,23.982639,93.011055,Debris,Slide
Mizoram,Aizawl,23.983694,93.044418,Soil,Slide
Mizoram,Aizawl,23.984972,92.772028,Debris,Slide
Mizoram,Aizawl,23.990028,93.010582,Debris,Slide
Mizoram,Aizawl,23.992805,93.043251,Rock,Slide
Mizoram,Aizawl,23.993778,93.004524,Debris,Slide
Mizoram,Aizawl,24.001167,93.037613,Debris,Slide
Mizoram,Aizawl,24.004186,92.904111,Earth,Slide
Mizoram,Aizawl,24.004313,92.904068,Earth,Slide
Mizoram,Aizawl,24.00977,92.767346,Earth,Slide
Mizoram,Aizawl,24.010279,92.767056,Rock,Slide
Mizoram,Aizawl,24.012472,93.047249,Debris,Slide
Mizoram,Aizawl,24.013044,92.920237,Debris,Slide
Mizoram,Aizawl,24.014332,92.924018,Debris,Slide
Mizoram,Aizawl,24.015858,92.797666,Earth,Slide
Mizoram,Aizawl,24.019306,93.181274,Rock,Slide
Mizoram,Aizawl,24.022079,92.771729,Earth,Slide
Mizoram,Aizawl,24.022188,92.771891,Earth,Slide
Mizoram,Aizawl,24.022347,92.772075,Earth,Slide
Mizoram,Aizawl,24.022376,92.77308,Earth,Slide
Mizoram,Aizawl,24.024289,92.771361,Debris,Slide
Mizoram,Aizawl,24.024826,92.888859,Earth,Slide
Mizoram,Aizawl,24.025094,92.769158,Rock,Slide
Mizoram,Aizawl,24.025487,92.907485,Earth,Slide
Mizoram,Aizawl,24.025506,92.915628,Rock,Fall
Mizoram,Aizawl,24.025542,92.91546,Rock,Slide
Mizoram,Aizawl,24.025676,92.914807,Rock,Slide
Mizoram,Aizawl,24.026556,92.911915,Rock,Fall
Mizoram,Aizawl,24.028721,92.909301,Earth,Slide
Mizoram,Aizawl,24.030416,92.901491,Rock,Slide
Mizoram,Aizawl,24.030793,92.793313,Earth,Slide
Mizoram,Aizawl,24.036336,92.770846,Rock,Slide
Mizoram,Aizawl,24.036893,92.771278,Rock,Slide
Mizoram,Aizawl,24.037336,92.922455,Debris,Slide
Mizoram,Aizawl,24.037395,92.922461,Debris,Slide
Mizoram,Aizawl,24.037574,92.922489,Earth,Slide
Mizoram,Aizawl,24.038279,93.140945,Rock,Slide
Mizoram,Aizawl,24.039744,92.780045,Rock,Fall
Mizoram,Aizawl,24.040703,92.774277,Rock,Slide
Mizoram,Aizawl,24.040967,92.774357,Rock,Slide
Mizoram,Aizawl,24.040972,93.078697,Debris,Slide
Mizoram,Aizawl,24.043187,92.77542,Rock,Slide
Mizoram,Aizawl,24.043417,93.066307,Debris,Slide
Mizoram,Aizawl,24.043492,92.775423,Rock,Slide
Mizoram,Aizawl,24.045278,92.775169,Rock,Slide
Mizoram,Aizawl,24.046499,93.04422,Rock,Slide
Mizoram,Aizawl,24.047916,93.056946,Debris,Slide
Mizoram,Aizawl,24.048695,93.061638,Debris,Slide
Mizoram,Aizawl,24.050391,92.775525,Rock,Slide
Mizoram,Aizawl,24.053275,92.77647,Rock,Slide
Mizoram,Aizawl,24.056205,92.916817,Rock,Slide
Mizoram,Aizawl,24.061004,92.925342,Earth,Slide
Mizoram,Aizawl,24.062429,92.922576,Rock,Slide
Mizoram,Aizawl,24.066822,92.893593,Earth,Slide
Mizoram,Aizawl,24.067478,92.893471,Rock,Slide
Mizoram,Aizawl,24.067576,92.893076,Rock,Slide
Mizoram,Aizawl,24.069401,92.91857,Earth,Slide
Mizoram,Aizawl,24.069728,92.918457,Earth,Slide
Mizoram,Aizawl,24.069857,92.918457,Rock,Slide
Mizoram,Aizawl,24.070285,92.787738,Rock,Slide
Mizoram,Aizawl,24.07462,92.91518,Rock,Slide
Mizoram,Aizawl,24.076035,92.790672,Rock,Slide
Mizoram,Aizawl,24.077014,92.790809,Rock,Slide
Mizoram,Aizawl,24.078041,92.914114,Rock,Slide
Mizoram,Aizawl,24.07814,92.790905,Rock,Slide
Mizoram,Aizawl,24.078422,92.792189,Rock,Slide
Mizoram,Aizawl,24.080938,92.914167,Earth,Slide
Mizoram,Aizawl,24.081381,92.793089,Earth,Slide
Mizoram,Aizawl,24.091081,92.795582,Earth,Slide
Mizoram,Aizawl,24.09109,92.795724,Debris,Slide
Mizoram,Aizawl,24.09123,92.795928,Rock,Slide
Mizoram,Aizawl,24.091359,92.796008,Debris,Slide
Mizoram,Aizawl,24.091664,92.796134,Rock,Slide
Mizoram,Aizawl,24.09176,92.803968,Earth,Slide
Mizoram,Aizawl,24.094248,92.917745,Rock,Slide
Mizoram,Aizawl,24.097858,92.918738,Earth,Slide
Mizoram,Aizawl,24.099117,92.916676,Earth,Slide
Mizoram,Aizawl,24.100401,92.915441,Rock,Slide
Mizoram,Aizawl,24.102008,92.791628,Rock,Slide
Mizoram,Aizawl,24.10246,92.811355,Earth,Slide
Mizoram,Aizawl,24.125294,92.805847,Debris,Slide
Mizoram,Aizawl,24.125631,92.805948,Debris,Slide
Mizoram,Aizawl,24.125996,92.805874,Debris,Slide
Mizoram,Aizawl,24.146606,92.796528,Earth,Slide
Mizoram,Aizawl,24.162021,92.797605,Earth,Slide
Mizoram,Aizawl,24.175865,92.945618,Earth,Slide
Mizoram,Aizawl,24.182669,92.950748,Earth,Slide
Mizoram,Aizawl,24.182783,92.949911,Rock,Slide
Mizoram,Aizawl,24.183115,92.949989,Debris,Slide
Mizoram,Aizawl,24.183717,92.798909,Rock,Slide
Mizoram,Aizawl,24.184022,92.951257,Debris,Slide
Mizoram,Aizawl,24.188702,92.943036,Debris,Slide
Mizoram,Aizawl,24.190369,92.94432,Debris,Slide
Mizoram,Aizawl,24.190711,92.943593,Rock,Slide
Mizoram,Aizawl,24.191114,92.943311,Rock,Slide
Mizoram,Aizawl,24.192522,92.944635,Rock,Slide
Mizoram,Aizawl,24.19265,92.944583,Rock,Slide
Mizoram,Aizawl,24.193061,92.992877,Rock,Slide
Mizoram,Aizawl,24.193682,92.946417,Debris,Slide
Mizoram,Aizawl,24.194015,92.944562,Rock,Slide
Mizoram,Aizawl,24.194252,92.963806,Rock,Slide
Mizoram,Aizawl,24.197474,92.947295,Earth,Slide
Mizoram,Aizawl,24.197817,92.993923,Rock,Slide
Mizoram,Aizawl,24.198831,92.946348,Rock,Slide
Mizoram,Aizawl,24.199114,92.992916,Rock,Fall
Mizoram,Aizawl,24.199185,92.992094,Rock,Slide
Mizoram,Aizawl,24.199201,92.993156,Rock,Slide
Mizoram,Aizawl,24.200487,92.985172,Rock,Slide
Mizoram,Aizawl,24.200746,92.98517,Debris,Slide
Mizoram,Aizawl,24.201154,92.944079,Earth,Slide
Mizoram,Aizawl,24.215868,92.802452,Rock,Slide
Mizoram,Aizawl,24.216509,92.802591,Rock,Slide
Mizoram,Aizawl,24.218066,92.951214,Earth,Slide
